random_seed:  100
debug:  False
batch size:  6
num_classes:  2
output_dir:  ./
model:  unet
learning_rate:  0.001
optimizer:  sgd
load_model:  True
unet unet_batch_norm:  True
unet_use_dropout:  False
unet_dropout_rate:  None
unet_channels:  64
print_every:  10
save_model_every:  100
validation_every:  1
crop_size:  224
predict:  False
lr_decay_every:  10000
lr_decay_ratio:  0.5
loading model from file..
model loaded!
gpu:  True
epoch 0 | step 9 | loss_train 0.17696575820446014 | loss_val None | lr 0.001 | time 92.38958978652954 
epoch 31 | step 559 | loss_train 0.08612897247076035 | loss_val None | lr 0.001 | time 0.3666560649871826 
epoch 31 | step 569 | loss_train 0.07111907750368118 | loss_val None | lr 0.001 | time 3.5148894786834717 
epoch 32 | step 579 | loss_train 0.08530517667531967 | loss_val None | lr 0.001 | time 1.1134371757507324 
epoch 32 | step 589 | loss_train 0.07362063229084015 | loss_val None | lr 0.001 | time 3.496384382247925 
epoch 33 | step 599 | loss_train 0.07797972857952118 | loss_val None | lr 0.001 | time 1.847670316696167 
epoch 33 | step 609 | loss_train 0.060906779021024704 | loss_val None | lr 0.001 | time 12.907210111618042 
epoch 34 | step 619 | loss_train 0.09581136703491211 | loss_val None | lr 0.001 | time 2.585426092147827 
epoch 34 | step 629 | loss_train 0.06944122165441513 | loss_val None | lr 0.001 | time 3.503486394882202 
epoch 35 | step 639 | loss_train 0.05086956545710564 | loss_val None | lr 0.001 | time 3.311260461807251 
epoch 36 | step 649 | loss_train 0.07537855207920074 | loss_val None | lr 0.001 | time 0.3699157238006592 
epoch 36 | step 659 | loss_train 0.05357331410050392 | loss_val None | lr 0.001 | time 3.4864115715026855 
epoch 37 | step 669 | loss_train 0.04401697963476181 | loss_val None | lr 0.001 | time 1.1127071380615234 
epoch 37 | step 679 | loss_train 0.057273052632808685 | loss_val None | lr 0.001 | time 3.510409116744995 
epoch 38 | step 689 | loss_train 0.07020993530750275 | loss_val None | lr 0.001 | time 1.8484375476837158 
epoch 38 | step 699 | loss_train 0.07835887372493744 | loss_val None | lr 0.001 | time 3.498446464538574 
epoch 39 | step 709 | loss_train 0.0856015607714653 | loss_val None | lr 0.001 | time 2.5700206756591797 
epoch 39 | step 719 | loss_train 0.09798716008663177 | loss_val None | lr 0.001 | time 3.494035005569458 
epoch 40 | step 729 | loss_train 0.05735606327652931 | loss_val None | lr 0.001 | time 3.3170156478881836 
epoch 41 | step 739 | loss_train 0.0614607147872448 | loss_val None | lr 0.001 | time 0.3714745044708252 
epoch 41 | step 749 | loss_train 0.08275726437568665 | loss_val None | lr 0.001 | time 3.4839603900909424 
epoch 42 | step 759 | loss_train 0.0739927589893341 | loss_val None | lr 0.001 | time 1.1107349395751953 
epoch 42 | step 769 | loss_train 0.06384781748056412 | loss_val None | lr 0.001 | time 3.496457576751709 
epoch 43 | step 779 | loss_train 0.07807610183954239 | loss_val None | lr 0.001 | time 1.8602092266082764 
epoch 43 | step 789 | loss_train 0.11383049190044403 | loss_val None | lr 0.001 | time 3.487769365310669 
epoch 44 | step 799 | loss_train 0.048431020230054855 | loss_val None | lr 0.001 | time 2.5930440425872803 
epoch 44 | step 809 | loss_train 0.09401347488164902 | loss_val None | lr 0.001 | time 12.497608661651611 
epoch 45 | step 819 | loss_train 0.07307851314544678 | loss_val None | lr 0.001 | time 3.3142786026000977 
epoch 46 | step 829 | loss_train 0.07915269583463669 | loss_val None | lr 0.001 | time 0.365278959274292 
epoch 46 | step 839 | loss_train 0.034110795706510544 | loss_val None | lr 0.001 | time 3.5101633071899414 
epoch 47 | step 849 | loss_train 0.06272450089454651 | loss_val None | lr 0.001 | time 1.1107945442199707 
epoch 47 | step 859 | loss_train 0.07975312322378159 | loss_val None | lr 0.001 | time 3.497406244277954 
epoch 48 | step 869 | loss_train 0.08164147287607193 | loss_val None | lr 0.001 | time 2.5424749851226807 
epoch 48 | step 879 | loss_train 0.046910014003515244 | loss_val None | lr 0.001 | time 3.5016798973083496 
epoch 49 | step 889 | loss_train 0.07583622634410858 | loss_val None | lr 0.001 | time 2.585416316986084 
epoch 49 | step 899 | loss_train 0.06941528618335724 | loss_val None | lr 0.001 | time 3.504509210586548 
epoch 50 | step 909 | loss_train 0.07773470878601074 | loss_val None | lr 0.001 | time 3.3435349464416504 
epoch 51 | step 919 | loss_train 0.09290942549705505 | loss_val None | lr 0.001 | time 0.3645784854888916 
epoch 51 | step 929 | loss_train 0.07149183750152588 | loss_val None | lr 0.001 | time 3.5211408138275146 
epoch 52 | step 939 | loss_train 0.06234051659703255 | loss_val None | lr 0.001 | time 1.1095280647277832 
epoch 52 | step 949 | loss_train 0.07368180900812149 | loss_val None | lr 0.001 | time 3.5092153549194336 
epoch 53 | step 959 | loss_train 0.05900675430893898 | loss_val None | lr 0.001 | time 1.8596274852752686 
epoch 53 | step 969 | loss_train 0.07008614391088486 | loss_val None | lr 0.001 | time 3.492443799972534 
epoch 54 | step 979 | loss_train 0.06903224438428879 | loss_val None | lr 0.001 | time 2.5940496921539307 
epoch 54 | step 989 | loss_train 0.09694970399141312 | loss_val None | lr 0.001 | time 3.479501247406006 
epoch 55 | step 999 | loss_train 0.060774095356464386 | loss_val None | lr 0.001 | time 3.8520379066467285 
epoch 56 | step 1009 | loss_train 0.06678096950054169 | loss_val None | lr 0.001 | time 0.3698301315307617 
epoch 56 | step 1019 | loss_train 0.07906114310026169 | loss_val None | lr 0.001 | time 3.4999680519104004 
epoch 57 | step 1029 | loss_train 0.06592050939798355 | loss_val None | lr 0.001 | time 1.1070144176483154 
epoch 57 | step 1039 | loss_train 0.05322999507188797 | loss_val None | lr 0.001 | time 3.5189809799194336 
epoch 58 | step 1049 | loss_train 0.05458622798323631 | loss_val None | lr 0.001 | time 1.855654001235962 
epoch 58 | step 1059 | loss_train 0.08043377101421356 | loss_val None | lr 0.001 | time 3.5068535804748535 
epoch 59 | step 1069 | loss_train 0.07882952690124512 | loss_val None | lr 0.001 | time 2.6004788875579834 
epoch 59 | step 1079 | loss_train 0.0946224257349968 | loss_val None | lr 0.001 | time 3.4982287883758545 
epoch 60 | step 1089 | loss_train 0.06611404567956924 | loss_val None | lr 0.001 | time 3.30415940284729 
epoch 61 | step 1099 | loss_train 0.04706944525241852 | loss_val None | lr 0.001 | time 0.3739008903503418 
epoch 61 | step 1109 | loss_train 0.06911565363407135 | loss_val None | lr 0.001 | time 10.32344102859497 
epoch 62 | step 1119 | loss_train 0.053098827600479126 | loss_val None | lr 0.001 | time 1.108398675918579 
epoch 62 | step 1129 | loss_train 0.041688308119773865 | loss_val None | lr 0.001 | time 3.4936978816986084 
epoch 63 | step 1139 | loss_train 0.07908421009778976 | loss_val None | lr 0.001 | time 1.8522231578826904 
epoch 63 | step 1149 | loss_train 0.0440715067088604 | loss_val None | lr 0.001 | time 3.508533000946045 
epoch 64 | step 1159 | loss_train 0.05109720677137375 | loss_val None | lr 0.001 | time 2.5975542068481445 
epoch 64 | step 1169 | loss_train 0.06726684421300888 | loss_val None | lr 0.001 | time 3.507737398147583 
epoch 65 | step 1179 | loss_train 0.08030103892087936 | loss_val None | lr 0.001 | time 3.3150360584259033 
epoch 66 | step 1189 | loss_train 0.04831551015377045 | loss_val None | lr 0.001 | time 0.3694331645965576 
epoch 66 | step 1199 | loss_train 0.07059793919324875 | loss_val None | lr 0.001 | time 3.5100245475769043 
epoch 67 | step 1209 | loss_train 0.06725826114416122 | loss_val None | lr 0.001 | time 1.1019115447998047 
epoch 67 | step 1219 | loss_train 0.05882563069462776 | loss_val None | lr 0.001 | time 3.4983572959899902 
epoch 68 | step 1229 | loss_train 0.06646604090929031 | loss_val None | lr 0.001 | time 1.8543293476104736 
epoch 68 | step 1239 | loss_train 0.06547152251005173 | loss_val None | lr 0.001 | time 3.487799644470215 
epoch 69 | step 1249 | loss_train 0.07036983966827393 | loss_val None | lr 0.001 | time 3.0284996032714844 
epoch 69 | step 1259 | loss_train 0.0893699899315834 | loss_val None | lr 0.001 | time 3.5022778511047363 
epoch 70 | step 1269 | loss_train 0.07557738572359085 | loss_val None | lr 0.001 | time 3.321995735168457 
epoch 71 | step 1279 | loss_train 0.07940234988927841 | loss_val None | lr 0.001 | time 0.3744847774505615 
epoch 71 | step 1289 | loss_train 0.07388272881507874 | loss_val None | lr 0.001 | time 3.499255895614624 
epoch 72 | step 1299 | loss_train 0.06616224348545074 | loss_val None | lr 0.001 | time 1.1078248023986816 
epoch 72 | step 1309 | loss_train 0.08070060610771179 | loss_val None | lr 0.001 | time 12.48560118675232 
epoch 73 | step 1319 | loss_train 0.06750181317329407 | loss_val None | lr 0.001 | time 1.8601303100585938 
epoch 73 | step 1329 | loss_train 0.06201431527733803 | loss_val None | lr 0.001 | time 3.5097620487213135 
epoch 74 | step 1339 | loss_train 0.04759750887751579 | loss_val None | lr 0.001 | time 2.5914723873138428 
epoch 74 | step 1349 | loss_train 0.08660680055618286 | loss_val None | lr 0.001 | time 3.49765682220459 
epoch 75 | step 1359 | loss_train 0.0557931512594223 | loss_val None | lr 0.001 | time 3.320779800415039 
epoch 76 | step 1369 | loss_train 0.060113389045000076 | loss_val None | lr 0.001 | time 0.3703134059906006 
epoch 76 | step 1379 | loss_train 0.09083624184131622 | loss_val None | lr 0.001 | time 3.884338617324829 
epoch 77 | step 1389 | loss_train 0.058072395622730255 | loss_val None | lr 0.001 | time 1.1062977313995361 
epoch 77 | step 1399 | loss_train 0.06724456697702408 | loss_val None | lr 0.001 | time 3.4828171730041504 
epoch 78 | step 1409 | loss_train 0.0698818489909172 | loss_val None | lr 0.001 | time 1.835758924484253 
epoch 78 | step 1419 | loss_train 0.06384396553039551 | loss_val None | lr 0.001 | time 3.482239246368408 
epoch 79 | step 1429 | loss_train 0.06241254881024361 | loss_val None | lr 0.001 | time 2.5933337211608887 
epoch 79 | step 1439 | loss_train 0.08071958273649216 | loss_val None | lr 0.001 | time 3.5036120414733887 
epoch 80 | step 1449 | loss_train 0.055746376514434814 | loss_val None | lr 0.001 | time 3.3228816986083984 
epoch 81 | step 1459 | loss_train 0.07878140360116959 | loss_val None | lr 0.001 | time 0.3678319454193115 
epoch 81 | step 1469 | loss_train 0.06561321765184402 | loss_val None | lr 0.001 | time 3.4957847595214844 
epoch 82 | step 1479 | loss_train 0.0846644937992096 | loss_val None | lr 0.001 | time 1.1108458042144775 
epoch 82 | step 1489 | loss_train 0.0548933707177639 | loss_val None | lr 0.001 | time 3.482034921646118 
epoch 83 | step 1499 | loss_train 0.10060465335845947 | loss_val None | lr 0.001 | time 1.846372127532959 
epoch 83 | step 1509 | loss_train 0.0930074006319046 | loss_val None | lr 0.001 | time 10.927709341049194 
epoch 84 | step 1519 | loss_train 0.054032210260629654 | loss_val None | lr 0.001 | time 2.5802340507507324 
epoch 84 | step 1529 | loss_train 0.06797953695058823 | loss_val None | lr 0.001 | time 3.517866611480713 
epoch 85 | step 1539 | loss_train 0.07799628376960754 | loss_val None | lr 0.001 | time 3.3325564861297607 
epoch 86 | step 1549 | loss_train 0.05720684304833412 | loss_val None | lr 0.001 | time 0.3718748092651367 
epoch 86 | step 1559 | loss_train 0.07177291065454483 | loss_val None | lr 0.001 | time 3.5087921619415283 
epoch 87 | step 1569 | loss_train 0.06956986337900162 | loss_val None | lr 0.001 | time 1.1118137836456299 
epoch 87 | step 1579 | loss_train 0.061197470873594284 | loss_val None | lr 0.001 | time 3.487415075302124 
epoch 88 | step 1589 | loss_train 0.07942083477973938 | loss_val None | lr 0.001 | time 1.844304084777832 
epoch 88 | step 1599 | loss_train 0.11058437824249268 | loss_val None | lr 0.001 | time 3.504511833190918 
epoch 89 | step 1609 | loss_train 0.0792296826839447 | loss_val None | lr 0.001 | time 2.5683774948120117 
epoch 89 | step 1619 | loss_train 0.0723179504275322 | loss_val None | lr 0.001 | time 3.497586965560913 
epoch 90 | step 1629 | loss_train 0.0549212209880352 | loss_val None | lr 0.001 | time 3.8437013626098633 
epoch 91 | step 1639 | loss_train 0.0353773795068264 | loss_val None | lr 0.001 | time 0.37048935890197754 
epoch 91 | step 1649 | loss_train 0.09163610637187958 | loss_val None | lr 0.001 | time 3.5026745796203613 
epoch 92 | step 1659 | loss_train 0.04632461816072464 | loss_val None | lr 0.001 | time 1.1106460094451904 
epoch 92 | step 1669 | loss_train 0.0823051929473877 | loss_val None | lr 0.001 | time 3.510509729385376 
epoch 93 | step 1679 | loss_train 0.08092217892408371 | loss_val None | lr 0.001 | time 1.8468763828277588 
epoch 93 | step 1689 | loss_train 0.05460648983716965 | loss_val None | lr 0.001 | time 3.501392126083374 
epoch 94 | step 1699 | loss_train 0.04132888466119766 | loss_val None | lr 0.001 | time 2.5909435749053955 
epoch 94 | step 1709 | loss_train 0.06909055262804031 | loss_val None | lr 0.001 | time 12.438786029815674 
epoch 95 | step 1719 | loss_train 0.05750752240419388 | loss_val None | lr 0.001 | time 3.3031227588653564 
epoch 96 | step 1729 | loss_train 0.07679637521505356 | loss_val None | lr 0.001 | time 0.37169814109802246 
epoch 96 | step 1739 | loss_train 0.0645461156964302 | loss_val None | lr 0.001 | time 3.5009467601776123 
epoch 97 | step 1749 | loss_train 0.05919487774372101 | loss_val None | lr 0.001 | time 1.1112656593322754 
epoch 97 | step 1759 | loss_train 0.06024762988090515 | loss_val None | lr 0.001 | time 4.1920177936553955 
epoch 98 | step 1769 | loss_train 0.08480875939130783 | loss_val None | lr 0.001 | time 1.8564906120300293 
epoch 98 | step 1779 | loss_train 0.08778082579374313 | loss_val None | lr 0.001 | time 3.4910085201263428 
epoch 99 | step 1789 | loss_train 0.05281234532594681 | loss_val None | lr 0.001 | time 2.5841481685638428 
epoch 99 | step 1799 | loss_train 0.06679680198431015 | loss_val None | lr 0.001 | time 3.4909350872039795 
epoch 100 | step 1809 | loss_train 0.042107194662094116 | loss_val None | lr 0.001 | time 3.3608932495117188 
epoch 101 | step 1819 | loss_train 0.060840412974357605 | loss_val None | lr 0.001 | time 0.3673520088195801 
epoch 101 | step 1829 | loss_train 0.05563820153474808 | loss_val None | lr 0.001 | time 3.5011613368988037 
epoch 102 | step 1839 | loss_train 0.060528937727212906 | loss_val None | lr 0.001 | time 1.1055169105529785 
epoch 102 | step 1849 | loss_train 0.0905669629573822 | loss_val None | lr 0.001 | time 3.4976422786712646 
epoch 103 | step 1859 | loss_train 0.04985536262392998 | loss_val None | lr 0.001 | time 1.852626085281372 
epoch 103 | step 1869 | loss_train 0.041499193757772446 | loss_val None | lr 0.001 | time 3.511214017868042 
epoch 104 | step 1879 | loss_train 0.0707402229309082 | loss_val None | lr 0.001 | time 2.5969386100769043 
epoch 104 | step 1889 | loss_train 0.04654012992978096 | loss_val None | lr 0.001 | time 4.001853942871094 
epoch 105 | step 1899 | loss_train 0.05067000910639763 | loss_val None | lr 0.001 | time 3.3207013607025146 
epoch 106 | step 1909 | loss_train 0.05518636852502823 | loss_val None | lr 0.001 | time 0.36313343048095703 
epoch 106 | step 1919 | loss_train 0.08771347254514694 | loss_val None | lr 0.001 | time 3.506964683532715 
epoch 107 | step 1929 | loss_train 0.08929993212223053 | loss_val None | lr 0.001 | time 1.1096503734588623 
epoch 107 | step 1939 | loss_train 0.054648809134960175 | loss_val None | lr 0.001 | time 3.505854845046997 
epoch 108 | step 1949 | loss_train 0.06859499961137772 | loss_val None | lr 0.001 | time 1.84336256980896 
epoch 108 | step 1959 | loss_train 0.0758407786488533 | loss_val None | lr 0.001 | time 3.504352569580078 
epoch 109 | step 1969 | loss_train 0.08569931238889694 | loss_val None | lr 0.001 | time 2.5961670875549316 
epoch 109 | step 1979 | loss_train 0.06732581555843353 | loss_val None | lr 0.001 | time 3.5041890144348145 
epoch 110 | step 1989 | loss_train 0.08060804009437561 | loss_val None | lr 0.001 | time 3.3187286853790283 
epoch 111 | step 1999 | loss_train 0.039784494787454605 | loss_val None | lr 0.001 | time 0.3728823661804199 
epoch 111 | step 2009 | loss_train 0.07281146943569183 | loss_val None | lr 0.001 | time 10.614659547805786 
epoch 112 | step 2019 | loss_train 0.053307704627513885 | loss_val None | lr 0.001 | time 1.1013638973236084 
epoch 112 | step 2029 | loss_train 0.07540819048881531 | loss_val None | lr 0.001 | time 3.4890105724334717 
epoch 113 | step 2039 | loss_train 0.049877606332302094 | loss_val None | lr 0.001 | time 1.8471660614013672 
epoch 113 | step 2049 | loss_train 0.05505860224366188 | loss_val None | lr 0.001 | time 3.5035502910614014 
epoch 114 | step 2059 | loss_train 0.045062355697155 | loss_val None | lr 0.001 | time 2.593125820159912 
epoch 114 | step 2069 | loss_train 0.06671077758073807 | loss_val None | lr 0.001 | time 3.512732982635498 
epoch 115 | step 2079 | loss_train 0.036740388721227646 | loss_val None | lr 0.001 | time 3.3222382068634033 
epoch 116 | step 2089 | loss_train 0.058996252715587616 | loss_val None | lr 0.001 | time 0.3635571002960205 
epoch 116 | step 2099 | loss_train 0.07708907872438431 | loss_val None | lr 0.001 | time 3.487208127975464 
epoch 117 | step 2109 | loss_train 0.07038043439388275 | loss_val None | lr 0.001 | time 1.0969789028167725 
epoch 117 | step 2119 | loss_train 0.05299710854887962 | loss_val None | lr 0.001 | time 3.495595693588257 
epoch 118 | step 2129 | loss_train 0.0775514468550682 | loss_val None | lr 0.001 | time 1.8515377044677734 
epoch 118 | step 2139 | loss_train 0.06340213865041733 | loss_val None | lr 0.001 | time 4.2785093784332275 
epoch 119 | step 2149 | loss_train 0.07626964151859283 | loss_val None | lr 0.001 | time 2.5888640880584717 
epoch 119 | step 2159 | loss_train 0.07027412950992584 | loss_val None | lr 0.001 | time 3.492882490158081 
epoch 120 | step 2169 | loss_train 0.07404728978872299 | loss_val None | lr 0.001 | time 3.31583571434021 
epoch 121 | step 2179 | loss_train 0.08530307561159134 | loss_val None | lr 0.001 | time 0.3714601993560791 
epoch 121 | step 2189 | loss_train 0.066299207508564 | loss_val None | lr 0.001 | time 3.488265037536621 
epoch 122 | step 2199 | loss_train 0.07265015691518784 | loss_val None | lr 0.001 | time 1.109306812286377 
epoch 122 | step 2209 | loss_train 0.05233301967382431 | loss_val None | lr 0.001 | time 12.21002721786499 
epoch 123 | step 2219 | loss_train 0.0711841732263565 | loss_val None | lr 0.001 | time 1.8414511680603027 
epoch 123 | step 2229 | loss_train 0.06668650358915329 | loss_val None | lr 0.001 | time 3.4965648651123047 
epoch 124 | step 2239 | loss_train 0.07571420073509216 | loss_val None | lr 0.001 | time 2.5895447731018066 
epoch 124 | step 2249 | loss_train 0.049629613757133484 | loss_val None | lr 0.001 | time 3.5019524097442627 
epoch 125 | step 2259 | loss_train 0.05426260828971863 | loss_val None | lr 0.001 | time 3.3183753490448 
epoch 126 | step 2269 | loss_train 0.04669512063264847 | loss_val None | lr 0.001 | time 0.3688805103302002 
epoch 126 | step 2279 | loss_train 0.08171942085027695 | loss_val None | lr 0.001 | time 3.4840526580810547 
epoch 127 | step 2289 | loss_train 0.06413288414478302 | loss_val None | lr 0.001 | time 1.103841781616211 
epoch 127 | step 2299 | loss_train 0.05279500409960747 | loss_val None | lr 0.001 | time 3.482001304626465 
epoch 128 | step 2309 | loss_train 0.07074762880802155 | loss_val None | lr 0.001 | time 1.8317954540252686 
epoch 128 | step 2319 | loss_train 0.05334390327334404 | loss_val None | lr 0.001 | time 3.502323865890503 
epoch 129 | step 2329 | loss_train 0.04999686777591705 | loss_val None | lr 0.001 | time 2.6002209186553955 
epoch 129 | step 2339 | loss_train 0.041226379573345184 | loss_val None | lr 0.001 | time 3.509829044342041 
epoch 130 | step 2349 | loss_train 0.05521361157298088 | loss_val None | lr 0.001 | time 3.3311431407928467 
epoch 131 | step 2359 | loss_train 0.06354957073926926 | loss_val None | lr 0.001 | time 0.36831140518188477 
epoch 131 | step 2369 | loss_train 0.07912969589233398 | loss_val None | lr 0.001 | time 3.5148158073425293 
epoch 132 | step 2379 | loss_train 0.06295701116323471 | loss_val None | lr 0.001 | time 1.1063497066497803 
epoch 132 | step 2389 | loss_train 0.04556257650256157 | loss_val None | lr 0.001 | time 3.50645112991333 
epoch 133 | step 2399 | loss_train 0.06052174046635628 | loss_val None | lr 0.001 | time 1.8484058380126953 
epoch 133 | step 2409 | loss_train 0.05526738613843918 | loss_val None | lr 0.001 | time 11.35372281074524 
epoch 134 | step 2419 | loss_train 0.0622507743537426 | loss_val None | lr 0.001 | time 2.589449644088745 
epoch 134 | step 2429 | loss_train 0.04717687517404556 | loss_val None | lr 0.001 | time 3.5080482959747314 
epoch 135 | step 2439 | loss_train 0.07941359281539917 | loss_val None | lr 0.001 | time 3.324334144592285 
epoch 136 | step 2449 | loss_train 0.07106310874223709 | loss_val None | lr 0.001 | time 0.37825655937194824 
epoch 136 | step 2459 | loss_train 0.07283785194158554 | loss_val None | lr 0.001 | time 3.5070605278015137 
epoch 137 | step 2469 | loss_train 0.06968095153570175 | loss_val None | lr 0.001 | time 1.1131868362426758 
epoch 137 | step 2479 | loss_train 0.05577917769551277 | loss_val None | lr 0.001 | time 3.4968039989471436 
epoch 138 | step 2489 | loss_train 0.05038392171263695 | loss_val None | lr 0.001 | time 1.8577690124511719 
epoch 138 | step 2499 | loss_train 0.07083999365568161 | loss_val None | lr 0.001 | time 3.4973220825195312 
epoch 139 | step 2509 | loss_train 0.05805134400725365 | loss_val None | lr 0.001 | time 2.5678091049194336 
epoch 139 | step 2519 | loss_train 0.05360536649823189 | loss_val None | lr 0.001 | time 3.493267774581909 
epoch 140 | step 2529 | loss_train 0.07671438902616501 | loss_val None | lr 0.001 | time 3.3287413120269775 
epoch 141 | step 2539 | loss_train 0.06658585369586945 | loss_val None | lr 0.001 | time 0.3690037727355957 
